#Tis.ID	Tis.Name	Dis.ID	Dis.Name
BTO:0001042	amygdala	DOID:5419	schizophrenia
BTO:0000233	cerebral_cortex	DOID:5419	schizophrenia
BTO:0000478	forebrain	DOID:5419	schizophrenia
BTO:0000239	telencephalon	DOID:5419	schizophrenia
BTO:0001355	temporal_lobe	DOID:5419	schizophrenia
BTO:0000227	central_nervous_system	DOID:5419	schizophrenia
BTO:0000142	brain	DOID:5419	schizophrenia
BTO:0001484	nervous_system	DOID:0050328	congenital_hypothyroidism
BTO:0001073	hypophysis	DOID:0050328	congenital_hypothyroidism
BTO:0001385	tongue	DOID:0050328	congenital_hypothyroidism
BTO:0001379	thyroid_gland	DOID:0050328	congenital_hypothyroidism
BTO:0000227	central_nervous_system	DOID:0050328	congenital_hypothyroidism
BTO:0000232	cerebellum	DOID:0050328	congenital_hypothyroidism
BTO:0000142	brain	DOID:0050328	congenital_hypothyroidism
BTO:0000478	forebrain	DOID:0050453	lissencephaly
BTO:0001484	nervous_system	DOID:0050453	lissencephaly
BTO:0000239	telencephalon	DOID:0050453	lissencephaly
BTO:0000227	central_nervous_system	DOID:0050453	lissencephaly
BTO:0000142	brain	DOID:0050453	lissencephaly
BTO:0000233	cerebral_cortex	DOID:0050453	lissencephaly
BTO:0000938	neuron	DOID:10652	alzheimer's_disease
BTO:0000379	embryo	DOID:10652	alzheimer's_disease
BTO:0001484	nervous_system	DOID:10652	alzheimer's_disease
BTO:0000233	cerebral_cortex	DOID:10652	alzheimer's_disease
BTO:0000478	forebrain	DOID:10652	alzheimer's_disease
BTO:0001355	temporal_lobe	DOID:10652	alzheimer's_disease
BTO:0000239	telencephalon	DOID:10652	alzheimer's_disease
BTO:0000227	central_nervous_system	DOID:10652	alzheimer's_disease
BTO:0000142	brain	DOID:10652	alzheimer's_disease
BTO:0000227	central_nervous_system	DOID:0050582	distal_hereditary_motor_neuropathy
BTO:0001484	nervous_system	DOID:0050582	distal_hereditary_motor_neuropathy
BTO:0001279	spinal_cord	DOID:0050582	distal_hereditary_motor_neuropathy
BTO:0001484	nervous_system	DOID:2476	hereditary_spastic_paraplegia
BTO:0001279	spinal_cord	DOID:2476	hereditary_spastic_paraplegia
BTO:0000227	central_nervous_system	DOID:2476	hereditary_spastic_paraplegia
BTO:0000232	cerebellum	DOID:2476	hereditary_spastic_paraplegia
BTO:0000142	brain	DOID:2476	hereditary_spastic_paraplegia
BTO:0001024	retinal_rod	DOID:0050572	cone-rod_dystrophy
BTO:0001175	retina	DOID:0050572	cone-rod_dystrophy
BTO:0000439	eye	DOID:0050572	cone-rod_dystrophy
BTO:0000751	leukocyte	DOID:1227	neutropenia
BTO:0000130	neutrophil	DOID:1227	neutropenia
BTO:0000539	granulocyte	DOID:1227	neutropenia
BTO:0000089	blood	DOID:1227	neutropenia
BTO:0000141	bone_marrow	DOID:1227	neutropenia
BTO:0002483	interventricular_septum	DOID:1657	ventricular_septal_defect
BTO:0001102	blood_vessel	DOID:1657	ventricular_septal_defect
BTO:0000135	aorta	DOID:1657	ventricular_septal_defect
BTO:0000862	heart_ventricle	DOID:1657	ventricular_septal_defect
BTO:0000562	heart	DOID:1657	ventricular_septal_defect
BTO:0000573	artery	DOID:1657	ventricular_septal_defect
BTO:0000671	kidney	DOID:9074	systemic_lupus_erythematosus
BTO:0000140	bone	DOID:9074	systemic_lupus_erythematosus
BTO:0001253	skin	DOID:9074	systemic_lupus_erythematosus
BTO:0000206	cartilage	DOID:9074	systemic_lupus_erythematosus
BTO:0000562	heart	DOID:9074	systemic_lupus_erythematosus
BTO:0001487	adipose_tissue	DOID:9074	systemic_lupus_erythematosus
BTO:0000089	blood	DOID:9074	systemic_lupus_erythematosus
BTO:0000368	ear	DOID:0050565	autosomal_recessive_nonsyndromic_deafness
BTO:0000759	liver	DOID:906	peroxisomal_disease
BTO:0000671	kidney	DOID:906	peroxisomal_disease
BTO:0000671	kidney	DOID:1312	focal_segmental_glomerulosclerosis
BTO:0000530	renal_glomerulus	DOID:1312	focal_segmental_glomerulosclerosis
BTO:0000924	nephron	DOID:1312	focal_segmental_glomerulosclerosis
BTO:0002295	podocyte	DOID:1312	focal_segmental_glomerulosclerosis
BTO:0001175	retina	DOID:10584	retinitis_pigmentosa
BTO:0000439	eye	DOID:10584	retinitis_pigmentosa
BTO:0000140	bone	DOID:13533	osteopetrosis
BTO:0000725	hematopoietic_stem_cell	DOID:13533	osteopetrosis
BTO:0000876	monocyte	DOID:13533	osteopetrosis
BTO:0000801	macrophage	DOID:13533	osteopetrosis
BTO:0001433	mononuclear_phagocyte	DOID:13533	osteopetrosis
BTO:0000751	leukocyte	DOID:13533	osteopetrosis
BTO:0000968	osteoclast	DOID:13533	osteopetrosis
BTO:0000089	blood	DOID:13533	osteopetrosis
BTO:0001253	skin	DOID:0050427	xeroderma_pigmentosum
BTO:0000988	pancreas	DOID:0050524	maturity-onset_diabetes_of_the_young
BTO:0000991	pancreatic_islet	DOID:0050524	maturity-onset_diabetes_of_the_young
BTO:0000089	blood	DOID:2214	inherited_blood_coagulation_disease
BTO:0002483	interventricular_septum	DOID:1681	heart_septal_defect
BTO:0000135	aorta	DOID:1681	heart_septal_defect
BTO:0001102	blood_vessel	DOID:1681	heart_septal_defect
BTO:0000862	heart_ventricle	DOID:1681	heart_septal_defect
BTO:0000562	heart	DOID:1681	heart_septal_defect
BTO:0000573	artery	DOID:1681	heart_septal_defect
BTO:0000614	hypothalamus	DOID:9970	obesity
BTO:0001484	nervous_system	DOID:9970	obesity
BTO:0000443	adipocyte	DOID:9970	obesity
BTO:0000342	diencephalon	DOID:9970	obesity
BTO:0001456	white_adipose_tissue	DOID:9970	obesity
BTO:0000478	forebrain	DOID:9970	obesity
BTO:0000227	central_nervous_system	DOID:9970	obesity
BTO:0000142	brain	DOID:9970	obesity
BTO:0001487	adipose_tissue	DOID:9970	obesity
BTO:0000227	central_nervous_system	DOID:683	motor_neuritis
BTO:0001484	nervous_system	DOID:683	motor_neuritis
BTO:0001279	spinal_cord	DOID:683	motor_neuritis
BTO:0000671	kidney	DOID:0050445	x-linked_hypophosphatemia
BTO:0001484	nervous_system	DOID:10588	adrenoleukodystrophy
BTO:0000227	central_nervous_system	DOID:10588	adrenoleukodystrophy
BTO:0000047	adrenal_gland	DOID:10588	adrenoleukodystrophy
BTO:0000142	brain	DOID:10588	adrenoleukodystrophy
BTO:0000751	leukocyte	DOID:12987	agranulocytosis
BTO:0000130	neutrophil	DOID:12987	agranulocytosis
BTO:0000141	bone_marrow	DOID:12987	agranulocytosis
BTO:0000089	blood	DOID:12987	agranulocytosis
BTO:0000539	granulocyte	DOID:12987	agranulocytosis
BTO:0000751	leukocyte	DOID:615	leukopenia
BTO:0000130	neutrophil	DOID:615	leukopenia
BTO:0000539	granulocyte	DOID:615	leukopenia
BTO:0000089	blood	DOID:615	leukopenia
BTO:0000141	bone_marrow	DOID:615	leukopenia
BTO:0000140	bone	DOID:4254	osteosclerosis
BTO:0000725	hematopoietic_stem_cell	DOID:4254	osteosclerosis
BTO:0000876	monocyte	DOID:4254	osteosclerosis
BTO:0000801	macrophage	DOID:4254	osteosclerosis
BTO:0001433	mononuclear_phagocyte	DOID:4254	osteosclerosis
BTO:0000751	leukocyte	DOID:4254	osteosclerosis
BTO:0000968	osteoclast	DOID:4254	osteosclerosis
BTO:0000089	blood	DOID:4254	osteosclerosis
BTO:0001484	nervous_system	DOID:1059	intellectual_disability
BTO:0000227	central_nervous_system	DOID:1059	intellectual_disability
BTO:0000232	cerebellum	DOID:1059	intellectual_disability
BTO:0000142	brain	DOID:1059	intellectual_disability
BTO:0000938	neuron	DOID:332	amyotrophic_lateral_sclerosis
BTO:0000379	embryo	DOID:332	amyotrophic_lateral_sclerosis
BTO:0001484	nervous_system	DOID:332	amyotrophic_lateral_sclerosis
BTO:0001279	spinal_cord	DOID:332	amyotrophic_lateral_sclerosis
BTO:0000227	central_nervous_system	DOID:332	amyotrophic_lateral_sclerosis
BTO:0001103	skeletal_muscle	DOID:332	amyotrophic_lateral_sclerosis
BTO:0001175	retina	DOID:10871	age_related_macular_degeneration
BTO:0000439	eye	DOID:10871	age_related_macular_degeneration
BTO:0001484	nervous_system	DOID:1459	hypothyroidism
BTO:0001073	hypophysis	DOID:1459	hypothyroidism
BTO:0001385	tongue	DOID:1459	hypothyroidism
BTO:0001379	thyroid_gland	DOID:1459	hypothyroidism
BTO:0000227	central_nervous_system	DOID:1459	hypothyroidism
BTO:0000232	cerebellum	DOID:1459	hypothyroidism
BTO:0000142	brain	DOID:1459	hypothyroidism
BTO:0000614	hypothalamus	DOID:654	overnutrition
BTO:0001484	nervous_system	DOID:654	overnutrition
BTO:0000443	adipocyte	DOID:654	overnutrition
BTO:0000342	diencephalon	DOID:654	overnutrition
BTO:0001456	white_adipose_tissue	DOID:654	overnutrition
BTO:0000478	forebrain	DOID:654	overnutrition
BTO:0000227	central_nervous_system	DOID:654	overnutrition
BTO:0000142	brain	DOID:654	overnutrition
BTO:0001487	adipose_tissue	DOID:654	overnutrition
BTO:0001253	skin	DOID:13359	ehlers-danlos_syndrome
BTO:0000671	kidney	DOID:10825	essential_hypertension
BTO:0000562	heart	DOID:10825	essential_hypertension
BTO:0001484	nervous_system	DOID:0050548	hereditary_sensory_neuropathy
BTO:0001028	peripheral_nervous_system	DOID:0050548	hereditary_sensory_neuropathy
BTO:0001484	nervous_system	DOID:0060053	peripheral_neuropathy
BTO:0001028	peripheral_nervous_system	DOID:0060053	peripheral_neuropathy
BTO:0000397	tooth	DOID:2187	amelogenesis_imperfecta
BTO:0000397	tooth	DOID:693	dental_enamel_hypoplasia
BTO:0000140	bone	DOID:0080005	bone_remodeling_disease
BTO:0000725	hematopoietic_stem_cell	DOID:0080005	bone_remodeling_disease
BTO:0000876	monocyte	DOID:0080005	bone_remodeling_disease
BTO:0000801	macrophage	DOID:0080005	bone_remodeling_disease
BTO:0001433	mononuclear_phagocyte	DOID:0080005	bone_remodeling_disease
BTO:0000751	leukocyte	DOID:0080005	bone_remodeling_disease
BTO:0000968	osteoclast	DOID:0080005	bone_remodeling_disease
BTO:0000089	blood	DOID:0080005	bone_remodeling_disease
BTO:0000887	muscle	DOID:2843	long_qt_syndrome
BTO:0000199	cardiac_muscle	DOID:2843	long_qt_syndrome
BTO:0000862	heart_ventricle	DOID:2843	long_qt_syndrome
BTO:0001539	cardiac_myocyte	DOID:2843	long_qt_syndrome
BTO:0000562	heart	DOID:2843	long_qt_syndrome
BTO:0001484	nervous_system	DOID:0050534	congenital_stationary_night_blindness
BTO:0000293	occipital_lobe	DOID:0050534	congenital_stationary_night_blindness
BTO:0000439	eye	DOID:0050534	congenital_stationary_night_blindness
BTO:0001175	retina	DOID:0050534	congenital_stationary_night_blindness
BTO:0000233	cerebral_cortex	DOID:0050534	congenital_stationary_night_blindness
BTO:0000478	forebrain	DOID:0050534	congenital_stationary_night_blindness
BTO:0000239	telencephalon	DOID:0050534	congenital_stationary_night_blindness
BTO:0000227	central_nervous_system	DOID:0050534	congenital_stationary_night_blindness
BTO:0000142	brain	DOID:0050534	congenital_stationary_night_blindness
BTO:0000478	forebrain	DOID:8499	night_blindness
BTO:0001484	nervous_system	DOID:8499	night_blindness
BTO:0000239	telencephalon	DOID:8499	night_blindness
BTO:0000293	occipital_lobe	DOID:8499	night_blindness
BTO:0000227	central_nervous_system	DOID:8499	night_blindness
BTO:0000439	eye	DOID:8499	night_blindness
BTO:0001175	retina	DOID:8499	night_blindness
BTO:0000142	brain	DOID:8499	night_blindness
BTO:0000233	cerebral_cortex	DOID:8499	night_blindness
BTO:0000751	leukocyte	DOID:848	arthritis
BTO:0000140	bone	DOID:848	arthritis
BTO:0001253	skin	DOID:848	arthritis
BTO:0000089	blood	DOID:848	arthritis
BTO:0000227	central_nervous_system	DOID:1827	idiopathic_generalized_epilepsy
BTO:0000142	brain	DOID:1827	idiopathic_generalized_epilepsy
BTO:0001484	nervous_system	DOID:1827	idiopathic_generalized_epilepsy
BTO:0000368	ear	DOID:9562	primary_ciliary_dyskinesia
BTO:0000980	oviduct	DOID:9562	primary_ciliary_dyskinesia
BTO:0000478	forebrain	DOID:4621	holoprosencephaly
BTO:0001484	nervous_system	DOID:4621	holoprosencephaly
BTO:0000227	central_nervous_system	DOID:4621	holoprosencephaly
BTO:0000142	brain	DOID:4621	holoprosencephaly
BTO:0001484	nervous_system	DOID:2490	congenital_nervous_system_abnormality
BTO:0000478	forebrain	DOID:2490	congenital_nervous_system_abnormality
BTO:0000239	telencephalon	DOID:2490	congenital_nervous_system_abnormality
BTO:0000227	central_nervous_system	DOID:2490	congenital_nervous_system_abnormality
BTO:0000142	brain	DOID:2490	congenital_nervous_system_abnormality
BTO:0000233	cerebral_cortex	DOID:2490	congenital_nervous_system_abnormality
BTO:0001484	nervous_system	DOID:12849	autistic_disorder
BTO:0000235	basal_ganglion	DOID:12849	autistic_disorder
BTO:0001042	amygdala	DOID:12849	autistic_disorder
BTO:0000233	cerebral_cortex	DOID:12849	autistic_disorder
BTO:0001365	thalamus	DOID:12849	autistic_disorder
BTO:0000342	diencephalon	DOID:12849	autistic_disorder
BTO:0000478	forebrain	DOID:12849	autistic_disorder
BTO:0000239	telencephalon	DOID:12849	autistic_disorder
BTO:0001355	temporal_lobe	DOID:12849	autistic_disorder
BTO:0000227	central_nervous_system	DOID:12849	autistic_disorder
BTO:0000232	cerebellum	DOID:12849	autistic_disorder
BTO:0000142	brain	DOID:12849	autistic_disorder
BTO:0000601	hippocampus	DOID:12849	autistic_disorder
BTO:0000615	corpus_callosum	DOID:12849	autistic_disorder
BTO:0000143	substantia_nigra	DOID:12849	autistic_disorder
BTO:0001484	nervous_system	DOID:0060041	autism_spectrum_disorder
BTO:0000235	basal_ganglion	DOID:0060041	autism_spectrum_disorder
BTO:0001042	amygdala	DOID:0060041	autism_spectrum_disorder
BTO:0000233	cerebral_cortex	DOID:0060041	autism_spectrum_disorder
BTO:0001365	thalamus	DOID:0060041	autism_spectrum_disorder
BTO:0000342	diencephalon	DOID:0060041	autism_spectrum_disorder
BTO:0000478	forebrain	DOID:0060041	autism_spectrum_disorder
BTO:0001355	temporal_lobe	DOID:0060041	autism_spectrum_disorder
BTO:0000239	telencephalon	DOID:0060041	autism_spectrum_disorder
BTO:0000227	central_nervous_system	DOID:0060041	autism_spectrum_disorder
BTO:0000232	cerebellum	DOID:0060041	autism_spectrum_disorder
BTO:0000142	brain	DOID:0060041	autism_spectrum_disorder
BTO:0001379	thyroid_gland	DOID:3969	papillary_thyroid_carcinoma
BTO:0001253	skin	DOID:854	collagen_disease
BTO:0001484	nervous_system	DOID:0050557	congenital_muscular_dystrophy
BTO:0000227	central_nervous_system	DOID:0050557	congenital_muscular_dystrophy
BTO:0000232	cerebellum	DOID:0050557	congenital_muscular_dystrophy
BTO:0000142	brain	DOID:0050557	congenital_muscular_dystrophy
BTO:0001103	skeletal_muscle	DOID:0050557	congenital_muscular_dystrophy
BTO:0000671	kidney	DOID:0050387	nonpapillary_renal_cell_carcinoma
BTO:0000775	lymphocyte	DOID:12177	common_variable_immunodeficiency
BTO:0001239	serum	DOID:12177	common_variable_immunodeficiency
BTO:0000776	b_lymphocyte	DOID:12177	common_variable_immunodeficiency
BTO:0000751	leukocyte	DOID:12177	common_variable_immunodeficiency
BTO:0000089	blood	DOID:12177	common_variable_immunodeficiency
BTO:0000775	lymphocyte	DOID:2583	agammaglobulinemia
BTO:0001239	serum	DOID:2583	agammaglobulinemia
BTO:0000776	b_lymphocyte	DOID:2583	agammaglobulinemia
BTO:0000751	leukocyte	DOID:2583	agammaglobulinemia
BTO:0000089	blood	DOID:2583	agammaglobulinemia
BTO:0000775	lymphocyte	DOID:620	blood_protein_disease
BTO:0001239	serum	DOID:620	blood_protein_disease
BTO:0000776	b_lymphocyte	DOID:620	blood_protein_disease
BTO:0000751	leukocyte	DOID:620	blood_protein_disease
BTO:0000089	blood	DOID:620	blood_protein_disease
BTO:0000775	lymphocyte	DOID:2115	b_cell_deficiency
BTO:0001239	serum	DOID:2115	b_cell_deficiency
BTO:0000776	b_lymphocyte	DOID:2115	b_cell_deficiency
BTO:0000751	leukocyte	DOID:2115	b_cell_deficiency
BTO:0000089	blood	DOID:2115	b_cell_deficiency
BTO:0000141	bone_marrow	DOID:1339	diamond-blackfan_anemia
BTO:0000141	bone_marrow	DOID:1342	congenital_hypoplastic_anemia
BTO:0000141	bone_marrow	DOID:12449	aplastic_anemia
BTO:0000141	bone_marrow	DOID:4961	bone_marrow_disease
BTO:0001484	nervous_system	DOID:1441	spinocerebellar_ataxia
BTO:0001279	spinal_cord	DOID:1441	spinocerebellar_ataxia
BTO:0000227	central_nervous_system	DOID:1441	spinocerebellar_ataxia
BTO:0000232	cerebellum	DOID:1441	spinocerebellar_ataxia
BTO:0000142	brain	DOID:1441	spinocerebellar_ataxia
BTO:0000043	cerebellar_cortex	DOID:1441	spinocerebellar_ataxia
BTO:0001484	nervous_system	DOID:2478	spinocerebellar_degeneration
BTO:0001279	spinal_cord	DOID:2478	spinocerebellar_degeneration
BTO:0000227	central_nervous_system	DOID:2478	spinocerebellar_degeneration
BTO:0000232	cerebellum	DOID:2478	spinocerebellar_degeneration
BTO:0000142	brain	DOID:2478	spinocerebellar_degeneration
BTO:0000043	cerebellar_cortex	DOID:2478	spinocerebellar_degeneration
BTO:0000060	alveolus	DOID:0050156	idiopathic_pulmonary_fibrosis
BTO:0000763	lung	DOID:0050156	idiopathic_pulmonary_fibrosis
BTO:0000060	alveolus	DOID:2797	idiopathic_interstitial_pneumonia
BTO:0000763	lung	DOID:2797	idiopathic_interstitial_pneumonia
BTO:0000060	alveolus	DOID:552	pneumonia
BTO:0000763	lung	DOID:552	pneumonia
BTO:0000141	bone_marrow	DOID:8692	myeloid_leukemia
BTO:0000089	blood	DOID:8692	myeloid_leukemia
BTO:0000725	hematopoietic_stem_cell	DOID:8692	myeloid_leukemia
BTO:0001484	nervous_system	DOID:10579	leukodystrophy
BTO:0001279	spinal_cord	DOID:10579	leukodystrophy
BTO:0000227	central_nervous_system	DOID:10579	leukodystrophy
BTO:0000047	adrenal_gland	DOID:10579	leukodystrophy
BTO:0000142	brain	DOID:10579	leukodystrophy
BTO:0000236	cerebral_white_matter	DOID:10579	leukodystrophy
BTO:0000887	muscle	DOID:5212	congenital_disorder_of_glycosylation
BTO:0000511	gastrointestinal_tract	DOID:5212	congenital_disorder_of_glycosylation
BTO:0001484	nervous_system	DOID:5212	congenital_disorder_of_glycosylation
BTO:0000648	intestine	DOID:5212	congenital_disorder_of_glycosylation
BTO:0000988	pancreas	DOID:13317	hyperinsulinemic_hypoglycemia
BTO:0000991	pancreatic_islet	DOID:13317	hyperinsulinemic_hypoglycemia
BTO:0000783	pancreatic_beta_cell	DOID:13317	hyperinsulinemic_hypoglycemia
BTO:0000511	gastrointestinal_tract	DOID:1520	colon_carcinoma
BTO:0000648	intestine	DOID:1520	colon_carcinoma
BTO:0000269	colon	DOID:1520	colon_carcinoma
BTO:0000706	large_intestine	DOID:1520	colon_carcinoma
BTO:0001484	nervous_system	DOID:0060040	pervasive_developmental_disorder
BTO:0000235	basal_ganglion	DOID:0060040	pervasive_developmental_disorder
BTO:0001042	amygdala	DOID:0060040	pervasive_developmental_disorder
BTO:0000233	cerebral_cortex	DOID:0060040	pervasive_developmental_disorder
BTO:0001365	thalamus	DOID:0060040	pervasive_developmental_disorder
BTO:0000342	diencephalon	DOID:0060040	pervasive_developmental_disorder
BTO:0000478	forebrain	DOID:0060040	pervasive_developmental_disorder
BTO:0000239	telencephalon	DOID:0060040	pervasive_developmental_disorder
BTO:0001355	temporal_lobe	DOID:0060040	pervasive_developmental_disorder
BTO:0000227	central_nervous_system	DOID:0060040	pervasive_developmental_disorder
BTO:0000232	cerebellum	DOID:0060040	pervasive_developmental_disorder
BTO:0000142	brain	DOID:0060040	pervasive_developmental_disorder
BTO:0001167	renal_medulla	DOID:12712	nephronophthisis
BTO:0000671	kidney	DOID:12712	nephronophthisis
BTO:0000924	nephron	DOID:12712	nephronophthisis
BTO:0000938	neuron	DOID:680	tauopathy
BTO:0000379	embryo	DOID:680	tauopathy
BTO:0001484	nervous_system	DOID:680	tauopathy
BTO:0000233	cerebral_cortex	DOID:680	tauopathy
BTO:0000478	forebrain	DOID:680	tauopathy
BTO:0001355	temporal_lobe	DOID:680	tauopathy
BTO:0000239	telencephalon	DOID:680	tauopathy
BTO:0000227	central_nervous_system	DOID:680	tauopathy
BTO:0000142	brain	DOID:680	tauopathy
BTO:0000131	blood_plasma	DOID:2218	blood_platelet_disease
BTO:0000132	blood_platelet	DOID:2218	blood_platelet_disease
BTO:0000141	bone_marrow	DOID:2218	blood_platelet_disease
BTO:0000725	hematopoietic_stem_cell	DOID:2218	blood_platelet_disease
BTO:0000843	megakaryocyte	DOID:2218	blood_platelet_disease
BTO:0000089	blood	DOID:2218	blood_platelet_disease
BTO:0000131	blood_plasma	DOID:2213	hemorrhagic_disease
BTO:0000141	bone_marrow	DOID:2213	hemorrhagic_disease
BTO:0000132	blood_platelet	DOID:2213	hemorrhagic_disease
BTO:0000725	hematopoietic_stem_cell	DOID:2213	hemorrhagic_disease
BTO:0000843	megakaryocyte	DOID:2213	hemorrhagic_disease
BTO:0000089	blood	DOID:2213	hemorrhagic_disease
BTO:0000131	blood_plasma	DOID:1247	blood_coagulation_disease
BTO:0000132	blood_platelet	DOID:1247	blood_coagulation_disease
BTO:0000141	bone_marrow	DOID:1247	blood_coagulation_disease
BTO:0000725	hematopoietic_stem_cell	DOID:1247	blood_coagulation_disease
BTO:0000843	megakaryocyte	DOID:1247	blood_coagulation_disease
BTO:0000089	blood	DOID:1247	blood_coagulation_disease
BTO:0001484	nervous_system	DOID:679	basal_ganglia_disease
BTO:0000478	forebrain	DOID:679	basal_ganglia_disease
BTO:0000239	telencephalon	DOID:679	basal_ganglia_disease
BTO:0000227	central_nervous_system	DOID:679	basal_ganglia_disease
BTO:0000235	basal_ganglion	DOID:679	basal_ganglia_disease
BTO:0000143	substantia_nigra	DOID:679	basal_ganglia_disease
BTO:0000142	brain	DOID:679	basal_ganglia_disease
BTO:0000233	cerebral_cortex	DOID:679	basal_ganglia_disease
BTO:0000138	midbrain	DOID:679	basal_ganglia_disease
BTO:0000439	eye	DOID:2007	degeneration_of_macula_and_posterior_pole
BTO:0001175	retina	DOID:2007	degeneration_of_macula_and_posterior_pole
BTO:0001175	retina	DOID:4448	macular_degeneration
BTO:0000439	eye	DOID:4448	macular_degeneration
BTO:0000045	adrenal_cortex	DOID:447	renal_tubular_transport_disease
BTO:0000671	kidney	DOID:447	renal_tubular_transport_disease
BTO:0000047	adrenal_gland	DOID:447	renal_tubular_transport_disease
BTO:0000671	kidney	DOID:4455	hereditary_renal_cell_carcinoma
BTO:0000938	neuron	DOID:231	motor_neuron_disease
BTO:0000379	embryo	DOID:231	motor_neuron_disease
BTO:0001484	nervous_system	DOID:231	motor_neuron_disease
BTO:0001279	spinal_cord	DOID:231	motor_neuron_disease
BTO:0000227	central_nervous_system	DOID:231	motor_neuron_disease
BTO:0001103	skeletal_muscle	DOID:231	motor_neuron_disease
BTO:0000763	lung	DOID:3905	lung_carcinoma
BTO:0000140	bone	DOID:11971	synostosis
BTO:0000397	tooth	DOID:214	teeth_hard_tissue_disease
BTO:0000751	leukocyte	DOID:9500	leukocyte_disease
BTO:0000130	neutrophil	DOID:9500	leukocyte_disease
BTO:0000141	bone_marrow	DOID:9500	leukocyte_disease
BTO:0000089	blood	DOID:9500	leukocyte_disease
BTO:0000539	granulocyte	DOID:9500	leukocyte_disease
